,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
13252,20292,27891,117926,117927,117920,120132,124314,120134,120135
13253,278393,4951,117961,118343,120126,119433,133686,118424,119435
13254,33054,4950,117961,118343,118911,118826,257115,118424,118828
13255,23096,7388,117961,118225,119924,118318,168365,118205,118319
13256,25993,7624,117961,118052,119742,118321,117906,290919,118322
13257,18913,31857,117929,117930,117920,118568,117886,19721,118570
13258,38704,19132,117916,118011,118599,179731,163899,117887,117973
13259,40630,1550,117961,118225,123173,118054,120716,117887,118055
13260,74883,15389,117961,118225,122870,124886,128018,118643,124888
13261,6977,50089,117961,118343,118514,118784,117906,290919,118786
13262,73815,10987,119170,119171,121363,131336,131337,118467,131338
13263,73536,50806,117961,118446,119961,118054,124424,117887,118055
13264,32642,1723,117961,119256,119257,118995,122492,292795,118997
13265,75324,52351,118573,118574,118042,118043,118043,270488,118046
13266,27082,56082,117961,118225,125919,120628,278014,118131,120629
13267,74909,5423,117961,118327,118391,118321,117906,290919,118322
13268,17849,29592,118315,118463,118522,118811,286597,19793,118813
13269,73756,18238,117961,118446,118684,117905,117906,290919,117908
13270,75078,133892,91261,118026,119507,118321,117906,290919,118322
13271,33054,4026,117961,118300,118301,118834,127729,118424,118836
13272,77561,53240,117876,117877,117878,117879,117879,19721,117880
13273,42085,5030,117961,118343,120126,120497,309858,118424,120499
13274,27124,26320,117961,118327,118391,117905,240983,290919,117908
13275,45100,64418,118670,118671,118360,118129,130526,118131,118132
13276,33169,3770,117961,118343,118395,120647,311441,118398,120649
13277,4675,50043,117961,118327,118929,124810,150886,249618,124812
13278,77943,19832,117961,118327,123901,118784,117906,290919,118786
13279,34213,820,117961,118300,123719,118321,240983,290919,118322
13280,25231,1216,117902,117903,118507,119529,294654,119006,119531
13281,29688,86279,117961,118343,118609,120357,120065,118424,120359
13282,80808,810,117961,118300,123719,118321,240983,290919,118322
13283,20897,3639,117961,118300,118631,120812,159134,118638,120814
13284,83985,84780,120864,121013,121961,307024,180407,118331,118332
13285,25993,4549,117961,118225,120050,118259,118260,290919,118261
13286,75834,4438,117961,118386,121668,118777,279443,308574,118779
13287,37807,58462,117926,117927,117884,117885,117913,117887,117888
13288,73105,21837,117961,118327,118507,118890,138290,118398,118892
13289,32270,5163,118290,118291,118597,120344,149688,118424,120346
13290,4675,13827,117961,118343,118514,118777,308574,308574,118779
13291,29304,91966,118953,118954,117941,117879,117886,19721,117880
13292,16176,141,117961,118225,122273,118321,117906,290919,118322
13293,33111,7525,117961,118225,120551,118784,121873,290919,118786
13294,77466,37250,118349,118350,117895,118194,118195,117887,118196
13295,79092,4026,117961,118300,118301,120497,149226,118424,120499
13296,23921,2710,118290,118291,120823,118396,269406,118398,118399
13297,23966,49440,117961,118300,118631,118422,142573,118424,118425
13298,79006,23338,117961,118052,118867,122129,270992,121916,122131
13299,5173,4965,120864,121013,124133,124134,225335,124136,124137
13300,34924,2225,117961,117962,118501,120702,126111,118504,120704
13301,20294,72000,117916,118011,117912,117885,117913,117887,117888
13302,80500,5021,117961,118300,118458,118293,118302,118295,118296
13303,4675,2976,117902,117903,118700,118321,117906,290919,118322
13304,75078,119059,118541,118542,117945,118563,119060,270488,118565
13305,79092,2270,117961,118413,277693,118451,130134,118453,118454
13306,917,4710,117961,118343,120709,119997,278014,118131,119998
13307,83238,75640,118315,118463,119214,118321,117906,290919,118322
13308,80639,70078,91261,118026,118202,117905,117906,290919,117908
13309,22282,19705,117935,117936,117878,117879,117879,19721,117880
13310,38719,50351,118079,118080,117878,117879,118177,19721,117880
13311,31299,33266,216705,119256,124725,119849,160290,118638,119851
13312,32634,5464,117916,119623,118403,118321,117906,290919,118322
13313,34230,3966,117961,118343,122012,118054,118054,117887,118055
13314,22282,19706,117935,117936,117878,117885,117913,117887,117888
13315,34954,4669,117961,118327,118391,118321,117906,290919,118322
13316,15064,13553,119170,119171,118673,118674,281445,19793,118676
13317,17292,21603,117961,118386,123144,118890,125128,118398,118892
13318,28149,3889,117961,118386,121668,118777,279443,308574,118779
13319,35376,28254,127044,127045,118821,118321,198921,290919,118322
13320,80210,2294,117902,117903,118783,120773,123107,118960,120774
13321,37138,4950,117961,118343,119598,120006,310997,118424,120008
13322,73105,13850,117961,118386,121961,128764,118611,118612,128765
13323,18418,125466,117902,117903,120171,120990,157414,118398,120992
13324,33642,54294,118219,118220,117941,118568,268194,19721,118570
13325,14354,57596,118181,118182,117920,118568,124610,19721,118570
13326,75078,13851,117961,118386,118522,307024,311622,118331,118332
13327,45902,2291,117961,118225,120663,118685,120316,308574,118687
13328,45609,51058,117902,117903,134257,118318,168365,118205,118319
13329,33111,4642,117961,118225,120551,118321,133936,290919,118322
13330,79121,4810,117961,118343,118833,118834,309123,118424,118836
13331,32270,4886,117961,118343,118979,118422,155142,118424,118425
13332,28294,17451,117961,118052,126137,126138,255117,124136,126140
13333,43583,2299,117961,117962,119223,123737,131844,118960,123738
13334,52683,55677,117980,118076,117920,121067,124097,121069,121070
13335,43452,48960,122880,122974,118042,118563,118563,270488,118565
13336,74415,2163,118219,118220,120694,118777,242184,308574,118779
13337,20364,29134,117961,118300,28618,117905,117906,290919,117908
13338,77943,41760,118315,118316,123656,118259,117906,290919,118261
13339,39262,15504,117961,118386,123656,117905,240983,290919,117908
13340,79299,123313,118169,118170,118623,117946,135255,292795,117948
13341,38704,12763,117916,117917,117941,117885,117913,117887,117888
13342,80649,205,117961,118386,118746,118321,117906,290919,118322
13343,79092,6021,117961,118413,122007,118321,118448,290919,118322
13344,17249,131441,117961,118343,119598,119433,133686,118424,119435
13345,4650,4519,117961,118300,118783,117905,240983,290919,117908
13346,16191,34479,117887,118178,118320,117905,117906,290919,117908
13347,27082,5085,117961,118300,118395,123067,300044,118398,123068
13348,21746,51007,117961,118413,120526,118321,118448,290919,118322
13349,80536,3656,117961,118300,118631,120812,157702,118638,120814
13350,39262,3872,117961,118386,118522,118321,117906,290919,118322
13351,35851,25242,118555,118178,118320,118685,279443,308574,118687
13352,4675,59067,117961,118327,121645,124886,306399,118643,124888
13353,111589,64753,118079,118080,117878,117879,141959,19721,117880
13354,3853,5119,117961,118300,119890,120006,133833,118424,120008
13355,15716,46646,119280,119281,117945,126684,193644,292795,126685
13356,3853,3187,117961,118343,119142,123045,147738,120518,123047
13357,23961,21874,119062,119063,128935,121527,125681,118398,121529
13358,79092,3697,117961,118327,118933,118451,130134,118453,118454
13359,15720,7076,117961,118225,119238,119093,121698,119095,119096
13360,39331,52160,91261,118026,118706,119962,168365,118205,119964
13361,26955,7551,117961,118052,118867,118784,118785,290919,118786
13362,4675,4589,117961,118327,120383,120690,120690,290919,120692
13363,16271,5730,117961,118446,120026,120578,120579,118762,120580
13364,78841,795,117961,118225,120551,118321,117906,290919,118322
13365,39264,7766,118256,119428,118623,118995,286106,292795,118997
13366,75078,83934,138798,138799,120539,119849,311057,118638,119851
13367,19310,70075,118023,118024,117895,117879,118250,19721,117880
13368,43302,4130,117961,118052,118881,117905,117906,290919,117908
13369,39487,249,117961,118225,118403,117905,117906,290919,117908
13370,19678,148795,117935,117936,117878,117879,117879,19721,117880
13371,16351,7338,117961,118225,119924,118321,152852,290919,118322
13372,74174,71401,91261,118026,118202,118321,117906,290919,118322
13373,16176,6199,117961,118225,120663,117905,240983,290919,117908
13374,32223,22355,118120,118121,117920,121067,229187,121069,121070
13375,31661,4084,117961,118052,118992,118321,117906,290919,118322
13376,38398,35323,117961,118052,120539,117905,117906,290919,117908
13377,27124,49024,117882,123999,118552,118054,122180,117887,118055
13378,81350,4036,117961,118413,120370,120516,157086,120518,120519
13379,23965,4887,117961,118343,118979,120006,310997,118424,120008
13380,36031,44062,117961,117962,118910,118321,118448,290919,118322
13381,40420,61247,117910,118855,117920,118568,125937,19721,118570
13382,45481,59765,117961,118386,121961,124152,304629,118424,124154
13383,5173,51196,117961,118343,118911,118912,284092,118424,118914
13384,27714,1080,117961,118327,118378,118451,123137,118453,118454
13385,28315,3313,118752,119070,118042,118043,118043,270488,118046
13386,34924,32241,117961,118327,118933,118321,117906,290919,118322
13387,17249,39942,117961,118225,124380,307024,140976,118331,118332
13388,78405,92550,126974,126975,118492,118747,125738,118453,118749
13389,13878,26229,117916,118011,117941,118568,281735,19721,118570
13390,79977,57757,117961,118343,142038,118321,117906,290919,118322
13391,13878,12743,117910,117911,117912,117879,117886,19721,117880
13392,18418,16703,117961,118052,120671,120357,120065,118424,120359
13393,25993,25686,118541,118542,118562,126138,134807,124136,126140
13394,15884,23280,117961,117969,6725,126264,251186,6725,126266
13395,917,3085,117961,118300,125821,118834,251171,118424,118836
13396,32642,15616,119280,119281,118623,126684,193644,292795,126685
13397,18418,20368,117902,117903,120171,120990,137612,118398,120992
13398,77659,53251,117983,117984,117878,117885,118020,117887,117888
13399,79121,5245,117961,118300,125821,118834,251171,118424,118836
13400,33642,13196,117951,117952,117941,117879,117879,19721,117880
13401,76460,8686,117961,118327,119830,118321,117906,290919,118322
13402,25561,51007,117961,118413,120526,118321,117906,290919,118322
13403,28294,240,117961,118386,118404,118321,117906,290919,118322
13404,15064,15214,117902,118041,121678,118028,128869,117887,118030
13405,14354,275544,117876,117877,117878,117879,117879,19721,117880
13406,1529,1550,117961,118225,123173,118054,120716,117887,118055
13407,7678,116406,117961,117962,120677,120357,236375,118424,120359
13408,33054,4909,117961,118300,118458,120344,311701,118424,120346
13409,77235,6038,117876,117877,117878,118568,139169,19721,118570
13410,42085,49453,117961,118343,118660,118912,309291,118424,118914
13411,77177,2781,117961,118300,118783,118054,131373,117887,118055
13412,75078,64710,117961,118386,119408,118685,279443,308574,118687
13413,4675,3800,117961,118225,118403,117905,117906,290919,117908
13414,79992,7551,117961,118386,118867,117905,117906,290919,117908
13415,14570,13180,118084,118085,117920,118568,310732,19721,118570
13416,16443,3281,117961,118225,120323,119093,120324,119095,119096
13417,36997,1249,117961,117962,118910,117905,240983,290919,117908
13418,27178,46224,117961,118327,118378,120952,120953,118453,120954
13419,17308,20900,117961,118225,119136,119137,120057,118474,119139
13420,45690,5767,117961,118343,118344,118777,279443,308574,118779
13421,79092,23097,117961,118225,119136,120001,127528,118474,120003
13422,18913,82800,117929,117930,117884,117885,117913,117887,117888
13423,19722,4511,117961,118300,119181,118321,240983,290919,118322
13424,76860,209,117961,118343,6104,117905,117906,290919,117908
13425,28149,255037,118315,118316,123656,118784,208095,290919,118786
13426,6104,6114,117961,118343,6104,118318,168365,118205,118319
13427,42085,23136,117961,118052,119742,117905,117906,290919,117908
13428,39262,4478,117961,118386,118692,117905,117906,290919,117908
13429,75678,52434,118212,118213,123472,118321,117906,290919,118322
13430,4675,58916,117961,118327,118391,117905,117906,290919,117908
13431,33642,13971,119615,119616,117895,117879,118250,19721,117880
13432,28796,23200,117961,118343,123125,118777,279443,308574,118779
13433,79422,41804,118315,118463,119214,124486,162182,124487,124488
13434,21711,1475,117943,117944,118450,119192,125738,119184,119194
13435,60040,4088,117961,118300,118458,118293,118302,118295,118296
13436,25274,5002,117961,118343,119598,120344,310997,118424,120346
13437,25829,13844,117961,118327,119995,120690,120691,290919,120692
13438,34924,22431,117961,118413,126229,118777,279443,308574,118779
13439,26982,2354,117961,117962,118501,118502,118503,118504,118505
13440,25328,3108,117961,118225,124449,120313,230838,118424,120315
13441,32270,4139,117961,118300,123055,120344,188011,118424,120346
13442,7678,5549,122880,122974,117945,280788,135815,292795,119082
13443,42085,17841,118216,118587,117941,118568,135898,19721,118570
13444,38719,50489,118079,118080,117878,117885,118177,117887,117888
13445,33147,311696,117902,118041,118507,120990,120991,118398,120992
13446,4675,54618,117961,118052,118821,118641,123881,118643,118644
13447,26346,3526,117961,118225,120323,119093,152422,119095,119096
13448,39264,46645,119280,119281,118623,118995,136748,292795,118997
13449,917,5317,117961,118300,118825,120344,152816,118424,120346
13450,278393,29575,117961,117969,120574,119976,148648,19793,119978
13451,73229,2781,117961,118300,118783,118747,130134,118453,118749
13452,18418,16098,117961,118327,120171,120647,240979,118398,120649
13453,79092,2717,118290,118291,118979,120344,141929,118424,120346
13454,1109,117445,119062,119091,118535,118321,117906,290919,118322
13455,70496,5509,117961,118343,123454,118784,117906,290919,118786
13456,4677,5507,117961,118413,120370,118321,117906,290919,118322
13457,39394,21844,117961,117969,126574,120647,160007,118398,120649
13458,27356,71171,117961,118386,123844,118321,117906,290919,118322
13459,33642,20596,118095,118096,117941,118568,118568,19721,118570
13460,79344,5244,117961,118343,119598,118321,117906,290919,118322
13461,28105,4994,117961,118300,118514,118777,279443,308574,118779
13462,18897,20972,117978,117979,118846,179731,261141,117887,117973
13463,80515,4729,117961,118300,125821,118980,301534,118295,118982
13464,88998,7022,119062,119091,118535,118784,147114,290919,118786
13465,27785,70274,119062,119091,118042,118563,118563,270488,118565
13466,23567,17790,117961,118225,119924,118321,117906,290919,118322
13467,79092,1088,117961,118327,119830,117905,117906,290919,117908
13468,44944,52735,117961,118052,120356,122067,127906,118424,122069
13469,21445,31093,117961,118343,118810,118674,123679,19793,118676
13470,75078,18686,117961,118386,121883,118784,124402,290919,118786
13471,16174,3800,117961,118225,118403,117905,240983,290919,117908
13472,15022,7411,117961,118386,118746,118451,126089,118453,118454
13473,14858,51091,120864,121013,124266,118826,154886,118424,118828
13474,935,4549,117961,118225,120050,118259,118260,290919,118261
13475,75834,70128,118595,118596,81476,118834,153821,118424,118836
13476,25993,7893,117961,118343,118979,118834,133686,118424,118836
13477,25885,2229,117961,118386,118450,119192,132442,119184,119194
13478,78184,15683,117961,118300,118957,118321,117906,290919,118322
13479,31009,4478,117961,118386,121668,117905,117906,290919,117908
13480,34958,13812,117961,118225,118320,117905,117906,290919,117908
13481,4675,54684,117961,117962,118910,118536,279443,308574,118539
13482,15059,87910,91261,118026,118027,120952,126309,118453,120954
13483,33642,57133,117980,118076,117941,117879,117886,19721,117880
13484,15714,7766,118256,118257,117945,118995,286106,292795,118997
13485,73815,82190,118315,118463,118522,118685,134017,308574,118687
13486,43536,2610,117961,118327,121979,117905,117906,290919,117908
13487,75078,41794,118315,118463,119214,120690,130887,290919,120692
13488,23497,310793,120342,120343,119076,118834,124426,118424,118836
13489,19975,123154,117902,117903,118783,117905,117906,290919,117908
13490,38719,50222,118079,118080,117878,117885,117913,117887,117888
13491,1969,6216,117961,118327,118328,118641,306399,118643,118644
13492,42093,4838,117961,118343,120126,118834,133686,118424,118836
13493,972,2710,118290,118291,120823,118890,189881,118398,118892
13494,20279,24623,117916,117917,118599,179731,131017,117887,117973
13495,4675,16922,117961,117962,118501,117905,240983,290919,117908
13496,34215,20382,117961,118300,124942,118784,117906,290919,118786
13497,15031,7344,117961,118225,120663,123045,143748,120518,123047
13498,73113,27104,117961,118327,118507,118890,138290,118398,118892
13499,14354,54321,117890,117891,117878,118568,122240,19721,118570
13500,73065,23344,117961,118052,119742,120690,127922,290919,120692
13501,28294,52735,117961,118052,120356,120357,310997,118424,120359
13502,6449,234788,118658,118659,123606,119077,128757,118372,119079
13503,75834,17227,117961,118343,118979,120006,255097,118424,120008
13504,73109,56663,119062,119091,118507,120990,120991,118398,120992
13505,7678,5580,117902,118041,118556,280788,280788,292795,119082
13506,42085,5027,117961,118343,119598,118834,133686,118424,118836
13507,31183,18073,118256,118257,118623,117946,119722,292795,117948
13508,20897,20983,117961,118343,119598,120628,278014,118131,120629
13509,79617,51330,117961,118300,119890,118054,118054,117887,118055
13510,37260,95917,117983,117984,117878,118568,292195,19721,118570
13511,4675,51036,117902,117903,119824,126184,128532,118762,126186
13512,33235,7389,117961,118386,118746,118451,152307,118453,118454
13513,3853,27394,117961,118343,119142,122297,301475,118331,118899
13514,35451,16855,117961,118225,120041,122849,120324,119095,122850
13515,4675,209,117961,118343,6104,117905,117906,290919,117908
13516,45176,53245,117932,117933,117878,118568,248587,19721,118570
13517,153,1525,117961,118413,121639,117905,117906,290919,117908
13518,6977,4554,117961,118300,118514,118259,118260,290919,118261
13519,23921,5225,117961,118343,118458,120006,311622,118424,120008
13520,13878,56596,118079,118080,117878,117885,118177,117887,117888
13521,18913,46830,117929,117940,117941,117885,117913,117887,117888
13522,42093,2781,117961,118300,118783,118451,130134,118453,118454
13523,51797,16566,117961,118327,120559,118054,123102,117887,118055
13524,15365,818,117961,118300,123719,118784,240983,290919,118786
13525,27407,4413,117961,118343,118821,117905,117906,290919,117908
13526,20897,51330,117961,118300,119890,118834,149550,118424,118836
13527,33147,124899,117961,118327,120171,120647,249497,118398,120649
13528,26955,49772,91261,118026,118746,118747,126309,118453,118749
13529,44722,23313,117961,118225,120535,118396,300044,118398,118399
13530,20222,58881,118256,118257,117945,126684,280788,292795,126685
13531,32270,49384,117961,118343,118609,118728,301534,118295,118730
13532,971,311355,117961,118343,118292,118826,236735,118424,118828
13533,31441,4274,117961,118327,118744,121414,129558,118704,121416
13534,1020,29134,117961,118300,121977,117905,117906,290919,117908
13535,29304,58682,117975,117976,117941,118568,264412,19721,118570
13536,34950,7133,117961,118327,118320,118321,118448,290919,118322
13537,34063,7389,117961,118386,118746,118747,239652,118453,118749
13538,20351,59067,117961,118327,121645,118641,147144,118643,118644
13539,80774,3000,117961,118225,120551,118321,117906,290919,118322
13540,45412,2068,117980,118076,131868,119192,276422,119184,119194
13541,38392,100990,117929,117930,117912,117879,117886,19721,117880
13542,6977,89738,117961,117962,118409,119928,310608,118331,119929
13543,16116,18236,117961,118052,120304,118523,311622,118331,118525
13544,15672,2781,117961,118300,118783,118278,118260,290919,118279
13545,45412,1999,118084,118085,117920,118568,123239,19721,118570
13546,78865,2819,117961,118300,120410,118321,117906,290919,118322
13547,17308,169112,117902,118041,119781,118563,121024,270488,118565
13548,80411,123313,118169,118170,118171,117946,125858,292795,117948
13549,80160,7595,118990,118991,118992,123737,276340,118960,123738
13550,42085,5262,119596,119597,124133,120344,282594,118424,120346
13551,1937,5432,117961,118327,118391,118641,123881,118643,118644
13552,33248,3116,117961,118300,147589,118912,309291,118424,118914
13553,76416,2291,117961,118225,122273,120516,189220,120518,120519
13554,80987,15450,117916,117917,117941,117879,117886,19721,117880
13555,7543,65507,118000,118001,119181,117905,117906,290919,117908
13556,42085,50584,118006,118007,117941,117899,122240,19721,117900
13557,77659,53241,117983,117984,117878,117879,117897,19721,117880
13558,26798,8520,117961,118386,119954,118278,259258,290919,118279
13559,39262,195311,119301,119302,119303,118784,233216,290919,118786
13560,6104,214,117961,118343,6104,118321,117906,290919,118322
13561,81070,3608,117961,118052,120671,119849,139343,118638,119851
13562,41569,1350,117961,118052,120096,117905,117906,290919,117908
13563,45338,53230,117876,117877,117878,118568,166926,19721,118570
13564,14354,46546,117978,117979,117912,117879,117886,19721,117880
13565,32270,51311,117961,118343,121747,119928,310608,118331,119929
13566,20364,4837,117961,118300,120026,118054,119601,117887,118055
13567,42467,52916,117890,118102,117878,118568,120877,19721,118570
13568,6977,71215,117961,118386,118404,118784,118785,290919,118786
13569,4675,59748,117961,118386,119954,117905,117906,290919,117908
13570,81350,4034,118887,118888,120126,118293,238426,118295,118296
13571,33248,51124,117961,118300,118631,118422,161852,118424,118425
13572,15064,6982,117961,118300,118360,118054,118054,117887,118055
13573,34982,25293,117961,118386,118317,121414,130802,118704,121416
13574,84818,33,117961,118413,119968,118784,117906,290919,118786
13575,85491,8068,117961,118386,121668,117905,117906,290919,117908
13576,18063,3526,117961,118225,120323,119093,152422,119095,119096
13577,75876,15961,119280,119281,117945,126684,193644,292795,126685
13578,18523,25276,117961,118343,121747,118321,117906,290919,118322
13579,33229,54618,117961,118052,118992,118784,118785,290919,118786
13580,80313,18190,117961,118386,119954,117905,117906,290919,117908
13581,3853,1540,117961,118343,123125,122022,270994,119221,122024
13582,17278,5080,117961,118300,118395,118890,125128,118398,118892
13583,36250,4757,118212,118213,118458,119849,290535,118638,119851
13584,18913,5905,117929,117930,118810,119899,310825,19793,119900
13585,17226,51235,120864,121013,124133,120344,303717,118424,120346
13586,6705,1146,117961,118225,120663,117905,117906,290919,117908
13587,79422,41783,118315,118463,119214,123651,127671,118467,123652
13588,969,22854,117902,118041,131461,119778,174194,19721,119779
13589,34628,59312,118550,118551,118378,118054,311261,117887,118055
13590,73227,7935,117961,118052,120539,118321,117906,290919,118322
13591,28294,5196,117961,118052,118053,118636,197472,118638,118639
13592,707,1334,117961,117962,118910,179731,118368,117887,117973
13593,34924,8430,117961,118225,118403,118321,117906,290919,118322
13594,75462,13441,117961,118225,122870,124886,128018,118643,124888
13595,23096,4004,117961,118343,118856,118321,117906,290919,118322
13596,42367,14455,118006,118007,117941,117879,122240,19721,117880
13597,35903,49823,117961,118300,127168,117905,240983,290919,117908
13598,79092,5143,117961,118343,123125,118636,310589,118638,118639
13599,4675,5518,117961,118300,118514,118259,132715,290919,118261
13600,6707,141,117961,118225,122273,117905,240983,290919,117908
13601,36613,14810,117961,118413,120370,118321,117906,290919,118322
13602,34924,3697,117961,118327,118933,118451,130134,118453,118454
13603,28149,7576,117961,118052,119742,117905,117906,290919,117908
13604,971,896,117902,117903,120722,118451,130134,118453,118454
13605,32270,5127,117961,118300,118597,118834,146010,118424,118836
13606,42085,4950,117961,118343,119598,120344,303717,118424,120346
13607,75078,28485,118315,118463,118522,143183,143184,119788,143185
13608,17171,1810,117961,118327,118529,117905,117906,290919,117908
13609,17308,3610,119062,119091,118042,118043,118044,270488,118046
13610,18632,30533,91261,118026,119507,123648,123107,120518,123650
13611,4675,770,117961,118300,120722,121594,127596,4673,121596
13612,87764,49574,117961,118327,118391,118958,256070,118960,118961
13613,40059,148913,118212,118213,118921,118890,305057,118398,118892
13614,30583,18133,118573,118574,118623,118995,130573,292795,118997
13615,18913,1940,117929,117940,117941,118568,247429,19721,118570
13616,37807,21951,118006,118007,117941,117885,117886,117887,117888
13617,77943,41760,118315,118316,123656,117905,117906,290919,117908
13618,25236,15951,117961,118052,120016,118890,311441,118398,118892
13619,16985,3077,117961,118300,120312,118361,118362,118363,118364
13620,7543,13135,117961,118225,120535,118368,118368,117887,118486
13621,1020,6257,117961,118343,120722,117905,117906,290919,117908
13622,79092,196,117961,118413,121639,129909,130134,118453,129911
13623,4675,221,117961,118413,120370,118784,240983,290919,118786
13624,40531,3399,118752,119070,119781,130479,145269,119784,130481
13625,44914,2296,117961,118413,277693,123737,127475,118960,123738
13626,4675,1510,120140,120141,4674,117905,117906,290919,117908
13627,27356,75640,118315,118463,119214,118321,117906,290919,118322
13628,80906,770,117961,118300,119181,118451,130134,118453,118454
13629,77246,25329,118212,118213,124449,119849,164945,118638,119851
13630,41378,4175,117961,118343,119598,120789,133686,118424,120791
13631,25788,70243,117961,118327,118492,129909,129910,118453,129911
13632,76541,5659,117961,118300,124725,118321,240983,290919,118322
13633,38704,13905,117916,118011,117941,117885,117913,117887,117888
13634,33249,3993,117961,118343,119598,124576,124577,118424,124578
13635,35376,59748,117961,118386,120361,118321,117906,290919,118322
13636,25817,117445,119062,119091,118535,117905,117906,290919,117908
13637,80514,4909,117961,118300,118458,118293,118302,118295,118296
13638,6688,5456,117961,118225,118403,122551,128532,118762,122552
13639,16191,25618,117961,118327,118320,118321,118448,290919,118322
13640,79092,8697,117961,118446,119064,118361,127527,118363,118364
13641,78327,51165,117983,117984,117878,117879,117897,19721,117880
13642,36174,3918,117961,118343,118660,118912,309291,118424,118914
13643,24016,24017,117961,117962,132480,122129,144329,121916,122131
13644,34248,53280,118290,118291,118727,118834,202884,118424,118836
13645,1020,2982,117961,118343,118700,118451,130134,118453,118454
13646,27297,3918,117961,118343,118660,118912,309291,118424,118914
13647,31441,4475,117961,118052,118706,118728,301534,118295,118730
13648,36114,51058,117902,117903,134257,118318,168365,118205,118319
13649,73107,17561,91261,118026,118202,118259,118260,290919,118261
13650,75078,55274,91261,118026,118027,273308,307480,249618,118232
13651,79130,102232,91261,118026,118027,273308,120093,249618,118232
13652,23966,13828,117961,118300,118395,118890,125128,118398,118892
13653,4675,7370,117961,118413,118481,117905,128528,290919,117908
13654,17278,70264,117961,118343,118437,118361,249872,118363,118364
13655,40997,4871,117961,118300,125872,120006,159698,118424,120008
13656,25677,240,117961,118386,118404,118321,117906,290919,118322
13657,42362,1080,117961,118327,118378,118451,123137,118453,118454
13658,31183,52007,117961,117962,118910,118054,118368,117887,118055
13659,79092,17759,117961,118413,122007,118685,279443,308574,118687
13660,14354,17916,117961,118446,118810,118811,120697,19793,118813
13661,77945,21603,117961,118386,123144,118890,125128,118398,118892
13662,43876,85445,118079,118080,117878,117879,118177,19721,117880
13663,79121,3623,117961,118343,121747,307024,306404,118331,118332
13664,45143,52735,117961,118052,120356,122067,127906,118424,122069
13665,32642,55638,119280,119281,118623,118995,286106,292795,118997
13666,78405,54303,117961,118327,118492,120097,126339,270488,120099
13667,4675,5413,117961,118327,118391,118685,279443,308574,118687
13668,34432,69225,117961,118052,118821,118321,117906,290919,118322
13669,42355,2948,118315,118316,225010,118777,279443,308574,118779
13670,42654,21844,117961,117969,126574,120647,160007,118398,120649
13671,43432,13738,117910,117911,119791,179731,119792,117887,117973
13672,77241,18073,118256,118257,118623,117946,119722,292795,117948
13673,40184,17561,91261,118026,118202,118278,118260,290919,118279
13674,45300,3993,117961,118343,120126,119433,133686,118424,119435
13675,79092,16817,117961,118386,123144,123067,300044,118398,123068
13676,34800,17050,117943,117944,117945,280788,126042,292795,119082
13677,33620,3883,117961,118343,119987,118784,118785,290919,118786
13678,28315,3509,130570,119256,118042,118043,118043,270488,118046
13679,41758,41759,118315,118463,119214,118784,121926,290919,118786
13680,13878,20432,117890,117891,117878,118568,292195,19721,118570
13681,18897,60982,11146,118491,117884,117879,117886,19721,117880
13682,33054,53280,118290,118291,118727,118834,202884,118424,118836
13683,28149,25303,117961,118386,118522,118321,117906,290919,118322
13684,39600,3295,118169,118170,118042,118563,158413,270488,118565
13685,25328,1553,117961,118225,123173,118054,121311,117887,118055
13686,16443,16757,117961,118225,122273,118321,117906,290919,118322
13687,23194,13441,117961,118225,119781,118207,279443,270488,118209
13688,40474,32242,117961,118327,118929,117905,117906,290919,117908
13689,5893,2374,117961,117962,118501,118502,134578,118504,118505
13690,33248,4736,117961,118300,118301,307024,204593,118331,118332
13691,39262,2612,117961,118327,123901,118321,117906,290919,118322
13692,25993,7069,117961,118386,123844,117905,240983,290919,117908
13693,3853,3990,117961,117962,118409,124194,130884,118363,124196
13694,33146,124899,117961,118327,120171,118890,149216,118398,118892
13695,75078,17617,117961,118386,119214,118784,121873,290919,118786
13696,23096,310697,117961,118343,118856,118321,117906,290919,118322
13697,77561,56802,118003,118004,117878,117879,117879,19721,117880
13698,34576,4370,117961,118343,118514,117905,117906,290919,117908
13699,15022,72039,91261,118026,118706,118451,126309,118453,118454
13700,36575,15510,118169,118170,118171,130479,185784,119784,130481
13701,35041,14800,117961,117962,118352,118784,117906,290919,118786
13702,78766,65460,118079,118080,117878,117879,118177,19721,117880
13703,73129,15501,117961,117969,19666,118396,133290,118398,118399
13704,740,85728,118212,118580,117895,117896,117897,117887,117898
13705,18418,25293,117961,118386,123072,128764,130802,118612,128765
13706,34958,6220,117961,118327,121645,118777,279443,308574,118779
13707,78970,8607,117961,118225,118403,118321,117906,290919,118322
13708,1020,60789,117961,118386,118522,118536,118537,308574,118539
13709,35540,19857,117929,117940,117941,117879,117886,19721,117880
13710,80215,217,117961,118413,120370,117905,117906,290919,117908
13711,13878,6340,118114,118115,117941,118568,281735,19721,118570
13712,941,19839,117961,118300,123201,118321,118448,290919,118322
13713,42031,71391,117961,118386,118522,133306,136011,118205,133308
13714,80780,15785,117961,118300,118395,118890,311441,118398,118892
13715,32642,7684,118573,118574,118623,118995,130573,292795,118997
